,Unnamed: 0,id,id,,sex,bizflag,zip,zip_bins,numords,dollars,last,sincepurch,version1,owntaxprod,upgraded,res1,sex_F,sex_M,sex_U,median_house_income,state,zip_bins_2,zip_bins_3,zip_bins_4,zip_bins_5,zip_bins_6,zip_bins_7,zip_bins_8,zip_bins_9,zip_bins_10,zip_bins_11,zip_bins_12,zip_bins_13,zip_bins_14,p_final
1919,1919,1920,1056,,F,0,7078,8,2,114.5,11,15,0,1,1,0,1,0,0,223214,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.080568568
1920,1920,1921,1057,,F,0,7079,8,4,214.5,14,19,0,0,1,0,1,0,0,124213,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.093706919
1924,1924,1925,1058,,M,0,7081,8,5,98.5,12,15,0,0,0,0,0,1,0,92120,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.053398669
1926,1926,1927,1059,,M,0,7083,8,3,69.5,25,19,0,1,1,0,0,1,0,77393,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.051732878
1928,1928,1929,1060,,M,0,7083,8,1,119,4,23,1,0,0,0,0,1,0,77393,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.081969014
1929,1929,1930,1062,,M,0,7083,8,1,19.5,6,18,1,0,0,0,0,1,0,77393,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.066598384
1931,1931,1932,1063,,M,0,7087,8,1,48.5,4,30,0,0,1,0,0,1,0,40903,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.084331142
1933,1933,1934,1064,,M,0,7090,8,1,19.5,10,31,0,0,1,0,0,1,0,132460,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.062550282
1935,1935,1936,1065,,M,0,7090,8,5,249,10,31,1,0,0,0,0,1,0,132460,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.138152395
1940,1940,1941,1066,,F,1,7095,8,3,158.5,14,23,1,0,0,0,1,0,0,80235,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.05900685
1941,1941,1942,1067,,F,1,7095,8,5,50.5,7,32,0,0,1,0,1,0,0,80235,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.112174277
1945,1945,1946,1068,,M,0,7106,8,1,154.5,15,20,0,0,1,0,0,1,0,40067,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.05616076
1946,1946,1947,1069,,M,0,7110,8,2,276.5,9,24,1,0,0,0,0,1,0,85082,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.091264734
1947,1947,1948,1070,,M,0,7110,8,4,28,1,1,0,1,0,0,0,1,0,85082,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.07929311
1949,1949,1950,1071,,M,0,7111,8,2,149.5,16,25,0,0,1,0,0,1,0,37485,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.063379948
1951,1951,1952,1072,,M,1,7202,8,5,297.5,2,20,1,0,0,0,0,1,0,43534,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.176238322
1962,1962,1963,1073,,M,0,7403,8,1,49.5,6,23,0,0,1,0,0,1,0,71526,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.076646419
1965,1965,1966,1074,,M,0,7405,8,5,278.5,33,30,1,0,0,0,0,1,0,104085,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.049719338
1968,1968,1969,1075,,M,0,7416,8,4,65.5,8,30,0,0,1,0,0,1,0,66793,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.116517711
1970,1970,1971,1076,,M,0,7421,8,5,116.5,14,29,0,0,1,0,0,1,0,89113,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.11053198
1971,1971,1972,1077,,M,0,7421,8,3,167.5,18,30,1,0,0,0,0,1,0,89113,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.063504969
1973,1973,1974,1078,,M,0,7424,8,4,167.5,26,20,1,0,0,0,0,1,0,75079,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.050856479
1974,1974,1975,1079,,U,1,7430,8,3,152,7,28,1,0,0,0,0,0,1,100781,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.091857846
1983,1983,1984,1080,,U,1,7446,8,1,24.5,2,23,1,0,0,0,0,0,1,120883,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.072193594
1990,1990,1991,1081,,U,0,7457,8,2,246.5,3,25,1,0,0,0,0,0,1,84924,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.117253515
1991,1991,1992,1084,,U,0,7457,8,1,37,7,26,1,0,0,0,0,0,1,84924,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.066323457
1994,1994,1995,1085,,M,0,7463,8,4,127.5,7,30,0,0,1,0,0,1,0,108180,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.130406845
1996,1996,1997,1086,,M,0,7470,8,5,69,1,10,0,0,0,0,0,1,0,103170,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.085881065
1998,1998,1999,1087,,M,0,7470,8,1,124.5,14,22,1,0,0,0,0,1,0,103170,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.051781082
1999,1999,2000,1088,,M,0,7470,8,4,628,13,3,0,0,0,0,0,1,0,103170,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.076615896
2005,2005,2006,1089,,M,1,7503,8,4,490.5,9,3,0,0,0,0,0,1,0,36257,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.068824935
2009,2009,2010,1090,,M,1,7514,8,4,162,1,15,0,0,0,0,0,1,0,34779,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.070451842
2011,2011,2012,1091,,M,1,7601,8,4,171,1,29,0,1,1,0,0,1,0,54091,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.175896939
2013,2013,2014,1092,,F,0,7603,8,3,125.5,6,27,1,0,0,0,1,0,0,77821,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.094564872
2014,2014,2015,1093,,M,1,7606,8,4,107,9,18,0,0,1,0,0,1,0,68750,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.101022162
2016,2016,2017,1094,,F,0,7621,8,1,14.5,6,23,1,0,0,0,1,0,0,79745,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.059929502
2018,2018,2019,1095,,M,0,7626,8,2,146.5,11,19,1,0,0,0,0,1,0,99306,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.071954543
2021,2021,2022,1096,,M,0,7630,8,3,42.5,1,22,0,0,1,0,0,1,0,103558,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.131549688
2025,2025,2026,1097,,M,1,7640,8,4,260,5,12,0,0,0,0,0,1,0,134057,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.065652438
2026,2026,2027,1098,,M,0,7643,8,5,343.5,2,7,0,0,0,0,0,1,0,70520,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.109389475
2028,2028,2029,1099,,F,1,7645,8,4,77.5,2,6,0,0,0,0,1,0,0,107662,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.05489962
2034,2034,2035,1100,,M,0,7652,8,4,201.5,21,23,0,0,1,0,0,1,0,97395,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.074495237
2037,2037,2038,1101,,M,0,7657,8,3,128.5,24,17,0,0,1,0,0,1,0,67500,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.049933289
2038,2038,2039,1102,,M,0,7661,8,2,29,9,35,1,0,0,0,0,1,0,99556,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.070669395
2044,2044,2045,1103,,M,0,7670,8,1,44.5,1,23,0,0,1,0,0,1,0,124591,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.096351678
2045,2045,2046,1104,,M,0,7670,8,1,64.5,1,21,1,0,0,0,0,1,0,124591,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.088876856
2047,2047,2048,1105,,M,0,7675,8,2,144,12,26,1,0,0,0,0,1,0,101924,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.069075659
2049,2049,2050,1106,,M,0,7675,8,3,233.5,12,19,0,0,1,0,0,1,0,101924,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.098438336
2056,2056,2057,1108,,M,0,7712,8,4,163,6,34,1,0,0,0,0,1,0,53160,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.128193942
2058,2058,2059,1109,,M,0,7719,8,3,273.5,10,6,0,0,0,0,0,1,0,79312,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.050332299
2060,2060,2061,1110,,U,0,7722,8,4,323,19,15,0,0,1,0,0,0,1,136184,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0939018
2062,2062,2063,1111,,M,0,7724,8,2,49,3,23,0,0,1,0,0,1,0,78064,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.103399484
2066,2066,2067,1112,,U,1,7726,8,1,22,4,22,1,0,0,0,0,0,1,105943,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.065408357
2069,2069,2070,1114,,M,0,7728,8,5,143,26,27,1,0,0,0,0,1,0,84190,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.059122896
2071,2071,2072,1116,,M,0,7728,8,5,146.5,2,9,0,0,0,0,0,1,0,84190,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.088946627
2072,2072,2073,1117,,M,0,7730,8,3,163,8,21,1,0,0,0,0,1,0,87430,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.099054519
2073,2073,2074,1118,,M,0,7730,8,3,86,14,32,0,0,1,0,0,1,0,87430,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.077616214
2075,2075,2076,1119,,M,0,7731,8,1,124.5,13,31,0,0,1,0,0,1,0,98125,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.06084123
2078,2078,2079,1120,,U,0,7734,8,2,164,12,19,1,0,0,0,0,0,1,50113,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.070555651
2079,2079,2080,1121,,U,0,7734,8,3,87.5,4,7,0,0,0,0,0,0,1,50113,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.054868918
2087,2087,2088,1122,,U,1,7747,8,4,376,17,32,0,0,1,0,0,0,1,94328,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.096878902
2099,2099,2100,1123,,U,1,7801,8,2,55.5,1,19,1,0,0,0,0,0,1,62992,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.09112756
2100,2100,2101,1124,,M,0,7821,8,4,167,5,24,1,0,0,0,0,1,0,105506,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.13371218
2104,2104,2105,1125,,M,0,7832,8,1,24.5,1,25,1,0,0,0,0,1,0,84079,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.085122443
2109,2109,2110,1126,,M,1,7840,8,2,166.5,1,7,0,0,0,0,0,1,0,74980,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.050361382
2117,2117,2118,1127,,F,0,7865,8,2,55,4,18,0,0,1,0,1,0,0,92802,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.089432098
2127,2127,2128,1129,,M,0,7882,8,3,229.5,1,8,0,0,0,0,0,1,0,75824,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.07326583
2128,2128,2129,1130,,M,0,7901,8,1,44.5,1,27,0,0,1,0,0,1,0,124080,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.096781404
2135,2135,2136,1131,,M,0,7921,8,1,104.5,14,33,1,0,0,0,0,1,0,93367,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.051235079
2137,2137,2138,1132,,M,0,7922,8,2,69,1,32,1,0,0,0,0,1,0,133569,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.106338793
2138,2138,2139,1133,,M,1,7924,8,3,93.5,1,4,0,0,0,0,0,1,0,106705,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.054950106
2140,2140,2141,1134,,M,0,7928,8,2,103,7,27,1,0,0,0,0,1,0,142703,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.083668288
2141,2141,2142,1135,,M,0,7928,8,4,159.5,6,18,0,0,1,0,0,1,0,142703,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.139401959
2144,2144,2145,1136,,M,0,7932,8,4,80.5,3,11,0,0,0,0,0,1,0,106512,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.067337442
2145,2145,2146,1137,,M,0,7932,8,1,49.5,14,28,0,0,1,0,0,1,0,106512,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.053230227
2146,2146,2147,1138,,M,0,7935,8,5,130,1,3,0,0,0,0,0,1,0,117917,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.091155094
2148,2148,2149,1139,,M,0,7940,8,3,253.5,14,19,0,0,1,0,0,1,0,110145,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.091954628
2149,2149,2150,1140,,M,0,7940,8,3,48.5,18,29,0,0,1,0,0,1,0,110145,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.061762003
2155,2155,2156,1141,,F,1,7960,8,2,55,10,36,0,0,1,0,1,0,0,100832,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.060551793
2157,2157,2158,1142,,M,0,7960,8,3,83.5,18,34,0,0,1,0,0,1,0,100832,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.06452089
2158,2158,2159,1143,,M,0,7960,8,3,85,6,5,0,0,0,0,0,1,0,100832,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.049277308
2165,2165,2166,1144,,F,0,7981,8,3,258.5,7,3,0,0,0,0,1,0,0,106250,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.051221833
2166,2166,2167,1145,,M,0,8002,8,2,221.5,9,25,0,0,1,0,0,1,0,68465,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.095001859
2167,2167,2168,1146,,M,0,8002,8,5,293.5,13,6,0,0,0,0,0,1,0,68465,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.062514376
2168,2168,2169,1147,,M,0,8003,8,4,78,9,15,0,0,0,0,0,1,0,109752,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.050886684
2173,2173,2174,1148,,M,0,8005,8,3,173.5,5,21,1,0,0,0,0,1,0,63295,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.11423623
2177,2177,2178,1149,,B,0,8012,8,4,183,5,14,0,0,0,0,0,0,0,70982,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.047128952
2184,2184,2185,1150,,M,1,8031,8,2,182,4,24,0,0,1,0,0,1,0,54245,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.09989292
2187,2187,2188,1151,,F,1,8033,8,2,122,6,26,1,0,0,0,1,0,0,103516,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.070130803
2196,2196,2197,1152,,U,0,8046,8,1,112,4,18,1,0,0,0,0,0,1,67593,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.081836923
2198,2198,2199,1153,,M,0,8049,8,5,69,2,8,0,0,0,0,0,1,0,59846,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.081462838
2199,2199,2200,1154,,M,0,8049,8,1,19.5,13,30,1,0,0,0,0,1,0,59846,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.04846264
2202,2202,2203,1155,,M,0,8053,8,1,24.5,1,34,0,0,1,0,0,1,0,92344,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.095153288
2205,2205,2206,1156,,M,0,8053,8,3,59,1,5,0,0,0,0,0,1,0,92344,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.060562568
2221,2221,2222,1157,,M,1,8062,8,2,18.5,6,20,1,0,0,0,0,1,0,116964,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.069130154
2222,2222,2223,1158,,F,0,8070,8,4,336.5,1,30,0,0,1,0,1,0,0,56377,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.187125095
2226,2226,2227,1159,,M,0,8077,8,3,39,5,15,0,0,0,0,0,1,0,94407,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.049612753
2227,2227,2228,1160,,M,0,8077,8,4,472.5,6,20,0,0,1,0,0,1,0,94407,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.189660928
2236,2236,2237,1161,,M,0,8088,8,5,255,12,34,1,0,0,0,0,1,0,71089,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.127066097
2238,2238,2239,1162,,M,1,8093,8,5,111,4,7,0,0,0,0,0,1,0,57950,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.067933265
2239,2239,2240,1163,,M,1,8093,8,2,84,12,23,1,0,0,0,0,1,0,57950,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.055950964
2242,2242,2243,1164,,F,0,8098,8,1,24.5,9,30,0,0,1,0,1,0,0,76274,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.058834542
2244,2244,2245,1165,,M,0,8106,8,3,121,10,23,0,0,1,0,0,1,0,69658,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.095609187
2246,2246,2247,1166,,U,1,8108,8,1,54.5,3,32,1,0,0,0,0,0,1,72429,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.071596565
2254,2254,2255,1167,,M,0,8221,8,2,48.5,16,28,0,0,1,0,0,1,0,88214,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.057152732
2260,2260,2261,1168,,M,0,8243,8,4,78,14,28,1,0,0,0,0,1,0,56788,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.081292884
2262,2262,2263,1169,,F,0,8260,8,1,29.5,1,31,0,0,1,0,1,0,0,45230,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.085575896
2263,2263,2264,1170,,F,0,8260,8,1,19.5,13,22,0,0,1,0,1,0,0,45230,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.047789354
2266,2266,2267,1171,,M,0,8330,8,3,63,5,2,0,0,0,0,0,1,0,58732,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.04999266
2272,2272,2273,1172,,F,0,8401,8,2,61,15,20,1,0,0,0,1,0,0,29200,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.048394603
2282,2282,2283,1173,,M,0,8520,8,4,276,3,7,0,0,0,0,0,1,0,90293,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.082919136
2283,2283,2284,1174,,M,0,8520,8,4,480.5,15,24,1,0,0,0,0,1,0,90293,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.119364967
2285,2285,2286,1179,,M,1,8527,8,2,29,12,26,1,0,0,0,0,1,0,88588,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.052971862
2287,2287,2288,1186,,M,0,8530,8,1,32,1,34,1,0,0,0,0,1,0,87396,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.086733344
2294,2294,2295,1188,,M,0,8540,8,5,97,5,3,0,0,0,0,0,1,0,125439,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.073245737
2295,2295,2296,1192,,M,0,8540,8,1,49,11,26,0,0,1,0,0,1,0,125439,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.061268371
2296,2296,2297,1193,,M,0,8540,8,1,14.5,2,25,0,0,1,0,0,1,0,125439,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.089363654
2301,2301,2302,1197,,F,0,8550,8,4,336,23,23,0,0,1,0,1,0,0,169661,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.071445883
2302,2302,2303,1203,,M,0,8554,8,1,27,12,32,0,0,1,0,0,1,0,71750,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.057094456
2305,2305,2306,1205,,U,1,8561,8,1,47,4,25,0,0,1,0,0,0,1,61000,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.074386811
2321,2321,2322,1207,,U,0,8701,8,4,83,9,27,1,0,0,0,0,0,1,40240,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.103563638
2322,2322,2323,1217,,U,0,8720,8,5,156.5,14,27,0,0,1,0,0,0,1,104310,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.116642695
2328,2328,2329,1222,,M,0,8731,8,4,186.5,14,24,0,0,1,0,0,1,0,64357,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.100645986
2331,2331,2332,1226,,M,0,8736,8,4,157.5,3,1,0,0,0,0,0,1,0,94250,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.072365464
2339,2339,2340,1231,,U,1,8755,8,2,80,15,29,0,0,1,0,0,0,1,68109,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.054805597
2341,2341,2342,1235,,M,0,8801,8,2,59,11,25,0,0,1,0,0,1,0,114050,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.073007092
2347,2347,2348,1236,,M,0,8807,8,4,84,9,17,1,0,0,0,0,1,0,112474,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.10202835
2352,2352,2353,1251,,U,1,8816,8,1,55.5,12,20,0,0,1,0,0,0,1,96067,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.051506285
2363,2363,2364,1259,,F,0,8822,8,1,21,6,32,0,0,1,0,1,0,0,101922,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.067799033
2368,2368,2369,1262,,F,0,8830,8,5,165,12,10,0,0,0,0,1,0,0,83581,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.051335821
2369,2369,2370,1264,,F,0,8830,8,4,248.5,13,22,1,0,0,0,1,0,0,83581,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.091940798
2371,2371,2372,1267,,U,1,8831,8,4,223,1,15,0,0,0,0,0,0,1,67676,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.076593368
2380,2380,2381,1269,,M,0,8853,8,5,132,9,4,0,0,0,0,0,1,0,122500,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.063242018
2381,2381,2382,1270,,M,0,8853,8,2,133,11,25,0,0,1,0,0,1,0,122500,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.079248298
2384,2384,2385,1276,,M,1,8854,8,1,124.5,13,29,0,0,1,0,0,1,0,91164,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.052918699
2387,2387,2388,1278,,M,0,8857,8,1,76,5,24,0,0,1,0,0,1,0,92725,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.082897865
2390,2390,2391,1293,,F,0,8865,8,3,138.5,4,9,0,0,0,0,1,0,0,55599,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.051666859
2392,2392,2393,1296,,F,0,8872,8,5,538.5,27,27,0,0,1,0,1,0,0,72956,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.086878243
2394,2394,2395,1309,,M,0,8873,8,1,24.5,13,23,1,0,0,0,0,1,0,85148,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.048472287
2398,2398,2399,1316,,F,0,8876,8,1,49,1,35,1,0,0,0,1,0,0,89242,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.07974847
2404,2404,2405,1319,,M,0,8887,8,3,150.5,19,23,0,0,1,0,0,1,0,64205,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.065213344
2407,2407,2408,1320,,M,0,8901,8,1,67,5,18,1,0,0,0,0,1,0,39901,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.073219184
2409,2409,2410,1326,,M,0,8902,8,2,74,16,33,0,0,1,0,0,1,0,81531,NJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0.059106528
2412,2412,2413,1332,,M,0,9009,3,2,34,18,28,0,0,1,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.245231114
2413,2413,2414,1333,,M,0,9009,3,4,148,21,10,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.160363958
2414,2414,2415,1340,,F,0,9012,3,5,332.5,12,20,0,0,1,0,1,0,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.485639275
2415,2415,2416,1342,,F,0,9012,3,1,31,3,28,1,0,0,0,1,0,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.314362354
2416,2416,2417,1346,,U,1,9035,3,2,99,7,35,1,0,0,0,0,0,1,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.325361655
2417,2417,2418,1348,,U,1,9035,3,1,39.5,3,33,1,0,0,0,0,0,1,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.314120951
2418,2418,2419,1358,,M,0,9056,3,1,4.5,33,10,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.049191232
2419,2419,2420,1361,,M,0,9056,3,1,46,5,6,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.179855037
2420,2420,2421,1363,,M,0,9063,3,2,59,10,7,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.17192382
2421,2421,2422,1370,,M,0,9063,3,4,107.5,26,7,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.123758522
2422,2422,2423,1391,,M,0,9081,3,1,6,27,22,0,0,1,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.142640982
2423,2423,2424,1394,,M,0,9081,3,1,19.5,9,18,0,0,1,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.292663731
2424,2424,2425,1403,,F,0,9098,3,2,8.5,6,34,1,0,0,0,1,0,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.316391862
2425,2425,2426,1408,,F,0,9098,3,4,236,3,8,0,0,0,0,1,0,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.317166869
2426,2426,2427,1411,,M,0,9107,3,2,94.5,25,10,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.093111995
2427,2427,2428,1421,,M,0,9107,3,2,79,12,24,0,0,1,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.315223449
2428,2428,2429,1423,,F,0,9123,3,1,9.5,6,17,0,0,0,0,1,0,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.153147155
2429,2429,2430,1430,,F,0,9123,3,3,292,8,10,0,0,0,0,1,0,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.244804349
2430,2430,2431,1436,,M,0,9130,3,3,348,1,11,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.35534559
2431,2431,2432,1437,,M,0,9130,3,3,111,18,5,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.150043913
2432,2432,2433,1439,,M,0,9140,3,3,40,3,6,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.255932229
2433,2433,2434,1444,,M,0,9140,3,5,403.5,7,14,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.384893943
